0
101
32	22	1
32	38	1
32	120	1
32	36	1
32	102	1
32	9	1
32	31	1
63	40	1
63	30	1
90	4	1
90	72	1
90	7	1
90	100	1
21	119	1
21	22	1
21	101	1
21	30	1
21	51	1
21	5	1
21	20	1
71	74	1
71	1	1
71	40	1
71	72	1
71	111	1
71	76	1
71	2	1
71	100	1
71	54	1
102	27	1
102	32	1
102	0	1
102	78	1
7	25	1
7	90	1
7	30	1
7	26	1
26	22	1
26	25	1
26	87	1
26	94	1
26	7	1
26	13	1
26	41	1
119	69	1
119	1	1
119	18	1
119	21	1
119	45	1
119	55	1
99	92	1
99	18	1
99	94	1
99	10	1
99	62	1
99	44	1
99	47	1
18	75	1
18	94	1
18	114	1
18	119	1
18	112	1
18	99	1
18	88	1
18	16	1
18	82	1
18	113	1
72	4	1
72	53	1
72	90	1
72	71	1
72	30	1
72	73	1
72	111	1
72	76	1
16	18	1
16	94	1
16	13	1
16	68	1
16	47	1
44	120	1
44	39	1
44	9	1
44	115	1
44	41	1
44	14	1
44	42	1
44	38	1
44	99	1
55	119	1
55	89	1
55	51	1
55	12	1
27	25	1
27	102	1
27	101	1
27	66	1
27	23	1
27	10	1
27	12	1
27	20	1
74	60	1
74	71	1
74	70	1
74	57	1
74	111	1
74	76	1
84	104	1
84	36	1
84	17	1
84	12	1
84	20	1
84	22	1
84	87	1
84	101	1
84	5	1
95	112	1
95	53	1
95	88	1
95	93	1
95	51	1
57	92	1
57	74	1
57	88	1
57	94	1
57	15	1
61	30	1
61	66	1
61	68	1
61	10	1
61	5	1
61	82	1
115	104	1
115	17	1
115	22	1
115	112	1
115	87	1
115	88	1
115	45	1
115	10	1
115	44	1
115	5	1
115	54	1
20	27	1
20	84	1
20	53	1
20	28	1
20	21	1
20	89	1
20	23	1
109	67	1
109	53	1
109	94	1
109	117	1
109	96	1
109	62	1
92	87	1
92	99	1
92	93	1
92	36	1
92	0	1
92	57	1
89	104	1
89	87	1
89	101	1
89	13	1
89	20	1
89	55	1
10	27	1
10	99	1
10	61	1
10	13	1
10	115	1
10	12	1
10	14	1
31	32	1
31	0	1
31	78	1
31	47	1
113	25	1
113	104	1
113	81	1
113	87	1
113	18	1
78	112	1
78	93	1
78	75	1
78	24	1
78	102	1
78	114	1
78	62	1
78	31	1
48	1	1
48	40	1
48	36	1
48	41	1
87	84	1
87	26	1
87	115	1
87	12	1
87	14	1
87	92	1
87	89	1
87	86	1
87	110	1
87	82	1
87	113	1
77	25	1
77	24	1
77	86	1
77	110	1
93	22	1
93	92	1
93	95	1
93	100	1
93	78	1
106	5	1
39	67	1
39	28	1
39	36	1
39	9	1
39	44	1
114	104	1
114	18	1
114	0	1
114	111	1
114	76	1
114	78	1
12	27	1
12	104	1
12	84	1
12	17	1
12	87	1
12	1	1
12	116	1
12	10	1
12	55	1
41	69	1
41	45	1
41	86	1
41	26	1
41	2	1
41	44	1
41	48	1
15	81	1
15	57	1
15	45	1
15	66	1
15	117	1
15	2	1
15	96	1
81	15	1
81	112	1
81	1	1
81	88	1
81	86	1
81	110	1
81	82	1
81	113	1
60	74	1
60	67	1
60	53	1
60	94	1
60	117	1
60	96	1
60	62	1
45	119	1
45	49	1
45	51	1
45	115	1
45	41	1
45	14	1
45	15	1
101	27	1
101	84	1
101	28	1
101	21	1
101	89	1
101	23	1
101	62	1
66	25	1
66	27	1
66	61	1
66	15	1
73	36	1
73	72	1
73	100	1
19	23	1
86	104	1
86	36	1
86	41	1
86	79	1
86	81	1
86	112	1
86	87	1
86	77	1
86	88	1
86	49	1
86	30	1
86	110	1
76	74	1
76	75	1
76	72	1
76	71	1
76	114	1
76	100	1
62	25	1
62	109	1
62	99	1
62	60	1
62	28	1
62	101	1
62	78	1
54	75	1
54	71	1
54	49	1
54	115	1
54	14	1
67	109	1
67	60	1
67	39	1
70	74	1
70	24	1
70	23	1
70	68	1
70	96	1
68	53	1
68	70	1
68	61	1
68	9	1
68	16	1
2	6	1
2	71	1
2	41	1
2	15	1
17	84	1
17	28	1
17	115	1
17	12	1
17	14	1
1	6	1
1	71	1
1	51	1
1	12	1
1	48	1
1	81	1
1	22	1
1	119	1
1	0	1
1	96	1
1	5	1
116	88	1
116	75	1
116	12	1
88	57	1
88	95	1
88	115	1
88	14	1
88	81	1
88	116	1
88	18	1
88	86	1
88	110	1
30	120	1
30	63	1
30	21	1
30	36	1
30	61	1
30	7	1
30	38	1
30	4	1
30	72	1
30	86	1
30	100	1
100	53	1
100	90	1
100	71	1
100	111	1
100	4	1
100	93	1
100	73	1
100	30	1
100	76	1
82	25	1
82	104	1
82	81	1
82	87	1
82	18	1
82	61	1
110	104	1
110	36	1
110	79	1
110	81	1
110	112	1
110	87	1
110	77	1
110	88	1
110	49	1
110	86	1
25	27	1
25	28	1
25	7	1
25	26	1
25	22	1
25	77	1
25	66	1
25	62	1
25	82	1
25	113	1
120	32	1
120	30	1
120	44	1
28	25	1
28	39	1
28	101	1
28	23	1
28	62	1
28	17	1
28	20	1
83	42	1
83	36	1
40	42	1
40	53	1
40	63	1
40	71	1
40	13	1
40	48	1
40	47	1
75	116	1
75	18	1
75	0	1
75	111	1
75	76	1
75	78	1
75	54	1
14	104	1
14	17	1
14	22	1
14	112	1
14	87	1
14	88	1
14	45	1
14	10	1
14	44	1
14	5	1
14	54	1
69	119	1
69	53	1
69	51	1
69	41	1
69	47	1
112	95	1
112	78	1
112	115	1
112	14	1
112	81	1
112	18	1
112	86	1
112	110	1
49	45	1
49	117	1
49	86	1
49	96	1
49	47	1
49	54	1
49	110	1
24	22	1
24	77	1
24	70	1
24	78	1
104	84	1
104	114	1
104	115	1
104	12	1
104	14	1
104	89	1
104	86	1
104	110	1
104	82	1
104	113	1
53	95	1
53	40	1
53	68	1
53	20	1
53	109	1
53	69	1
53	60	1
53	72	1
53	23	1
53	105	1
53	100	1
79	86	1
79	110	1
42	83	1
42	40	1
42	96	1
42	44	1
42	47	1
22	25	1
22	84	1
22	32	1
22	21	1
22	26	1
22	115	1
22	14	1
22	1	1
22	93	1
22	24	1
0	75	1
0	102	1
0	9	1
0	114	1
0	92	1
0	1	1
0	4	1
0	31	1
23	27	1
23	53	1
23	28	1
23	70	1
23	101	1
23	13	1
23	19	1
23	20	1
13	40	1
13	89	1
13	23	1
13	16	1
13	26	1
13	10	1
105	53	1
105	94	1
96	70	1
96	15	1
96	109	1
96	42	1
96	60	1
96	1	1
96	49	1
96	5	1
6	1	1
6	2	1
36	84	1
36	32	1
36	39	1
36	83	1
36	9	1
36	48	1
36	92	1
36	30	1
36	73	1
36	86	1
36	110	1
94	109	1
94	99	1
94	60	1
94	18	1
94	57	1
94	16	1
94	26	1
94	105	1
9	32	1
9	39	1
9	36	1
9	0	1
9	68	1
9	44	1
9	5	1
51	69	1
51	1	1
51	21	1
51	95	1
51	45	1
51	117	1
51	55	1
111	74	1
111	75	1
111	72	1
111	71	1
111	114	1
111	100	1
47	40	1
47	42	1
47	69	1
47	99	1
47	4	1
47	49	1
47	16	1
47	31	1
38	32	1
38	30	1
38	44	1
4	90	1
4	72	1
4	0	1
4	30	1
4	100	1
4	47	1
117	109	1
117	60	1
117	49	1
117	51	1
117	5	1
117	15	1
5	84	1
5	21	1
5	61	1
5	9	1
5	115	1
5	14	1
5	1	1
5	106	1
5	117	1
5	96	1
