2
95
32	22	1
32	38	1
32	34	1
32	36	1
32	23	1
32	9	1
32	29	1
33	35	1
33	28	1
33	95	1
33	71	1
33	91	1
33	17	1
33	52	1
33	29	1
63	40	1
63	30	1
63	26	1
63	91	1
90	8	1
90	88	1
90	34	1
90	91	1
90	113	1
71	69	1
71	1	1
71	33	1
71	39	1
71	40	1
71	73	1
71	76	1
71	2	1
71	29	1
102	1	1
102	36	1
102	41	1
7	112	1
7	25	1
7	3	1
7	30	1
7	26	1
80	85	1
80	23	1
80	62	1
26	25	1
26	63	1
26	7	1
26	41	1
26	38	1
26	22	1
26	101	1
26	23	1
26	13	1
26	62	1
99	8	1
99	60	1
99	87	1
99	34	1
99	91	1
99	113	1
18	75	1
18	97	1
18	108	1
18	109	1
18	103	1
18	88	1
18	16	1
18	65	1
18	82	1
16	11	1
16	68	1
16	15	1
16	47	1
16	18	1
16	106	1
16	43	1
16	13	1
44	38	1
44	42	1
44	39	1
44	43	1
44	9	1
44	41	1
44	14	1
55	52	1
55	50	1
55	89	1
55	51	1
55	12	1
74	57	1
74	76	1
84	42	1
84	22	1
84	87	1
84	12	1
84	5	1
84	20	1
57	92	1
57	74	1
57	93	1
57	29	1
57	15	1
95	33	1
95	53	1
95	97	1
95	111	1
95	108	1
95	88	1
95	45	1
95	96	1
95	105	1
61	30	1
61	43	1
108	18	1
108	95	1
108	86	1
108	14	1
20	25	1
20	84	1
20	103	1
20	28	1
20	89	1
20	23	1
20	29	1
20	65	1
92	11	1
92	103	1
92	93	1
92	36	1
92	0	1
92	57	1
92	65	1
109	18	1
109	0	1
109	76	1
103	85	1
103	20	1
103	38	1
103	92	1
103	18	1
103	24	1
103	86	1
103	76	1
103	110	1
89	87	1
89	85	1
89	13	1
89	20	1
89	55	1
113	25	1
113	90	1
113	3	1
113	2	1
113	112	1
113	99	1
113	4	1
113	29	1
113	96	1
35	67	1
35	33	1
35	39	1
35	3	1
35	64	1
35	41	1
35	14	1
35	112	1
35	42	1
35	62	1
35	82	1
11	92	1
11	69	1
11	16	1
11	17	1
11	79	1
11	107	1
91	67	1
91	33	1
91	63	1
91	90	1
91	97	1
91	12	1
91	99	1
91	100	1
91	96	1
48	1	1
48	36	1
48	41	1
107	11	1
107	28	1
107	12	1
107	14	1
87	84	1
87	99	1
87	46	1
87	89	1
87	12	1
87	14	1
87	82	1
93	22	1
93	92	1
93	46	1
93	57	1
93	97	1
106	53	1
106	9	1
106	111	1
106	16	1
29	25	1
29	32	1
29	33	1
29	28	1
29	39	1
29	57	1
29	71	1
29	20	1
29	4	1
29	24	1
29	113	1
29	5	1
29	110	1
65	85	1
65	20	1
65	92	1
65	18	1
65	24	1
65	86	1
65	76	1
65	110	1
50	104	1
50	24	1
50	110	1
50	55	1
39	35	1
39	67	1
39	28	1
39	36	1
39	71	1
39	9	1
39	34	1
39	30	1
39	29	1
39	44	1
64	35	1
64	67	1
64	36	1
64	43	1
64	2	1
64	62	1
97	93	1
97	18	1
97	95	1
97	24	1
97	91	1
97	12	1
97	110	1
12	84	1
12	97	1
12	91	1
12	17	1
12	14	1
12	107	1
12	87	1
12	1	1
12	86	1
12	55	1
41	35	1
41	102	1
41	26	1
41	48	1
41	69	1
41	45	1
41	44	1
41	105	1
15	34	1
15	57	1
15	45	1
15	23	1
15	16	1
15	2	1
15	96	1
15	105	1
52	112	1
52	33	1
52	3	1
52	51	1
52	55	1
60	99	1
60	67	1
60	34	1
60	53	1
60	111	1
60	96	1
60	62	1
45	95	1
45	51	1
45	41	1
45	14	1
45	15	1
45	49	1
45	46	1
45	43	1
45	23	1
73	34	1
73	36	1
73	71	1
73	47	1
101	112	1
101	25	1
101	3	1
101	30	1
101	26	1
86	85	1
86	36	1
86	108	1
86	12	1
86	79	1
86	103	1
86	88	1
86	34	1
86	65	1
76	109	1
76	74	1
76	103	1
76	75	1
76	71	1
76	65	1
62	104	1
62	35	1
62	60	1
62	64	1
62	80	1
62	26	1
67	104	1
67	35	1
67	60	1
67	39	1
67	64	1
67	91	1
68	53	1
68	9	1
68	111	1
68	16	1
2	8	1
2	34	1
2	64	1
2	71	1
2	113	1
2	15	1
17	33	1
17	11	1
17	28	1
17	12	1
17	14	1
1	22	1
1	0	1
1	71	1
1	102	1
1	12	1
1	5	1
1	48	1
88	90	1
88	18	1
88	95	1
88	86	1
88	14	1
30	38	1
30	4	1
30	39	1
30	63	1
30	36	1
30	61	1
30	101	1
30	7	1
30	100	1
100	40	1
100	30	1
100	91	1
110	22	1
110	50	1
110	103	1
110	97	1
110	29	1
110	65	1
82	35	1
82	25	1
82	87	1
82	18	1
25	85	1
25	28	1
25	40	1
25	7	1
25	26	1
25	20	1
25	8	1
25	101	1
25	29	1
25	113	1
25	82	1
28	25	1
28	33	1
28	39	1
28	23	1
28	29	1
28	17	1
28	107	1
28	20	1
83	42	1
40	25	1
40	53	1
40	63	1
40	71	1
40	111	1
40	47	1
40	8	1
40	42	1
40	13	1
40	43	1
40	100	1
75	18	1
75	0	1
75	76	1
75	79	1
14	35	1
14	108	1
14	17	1
14	12	1
14	107	1
14	22	1
14	87	1
14	88	1
14	45	1
14	23	1
14	44	1
14	105	1
14	5	1
112	35	1
112	7	1
112	52	1
112	8	1
112	38	1
112	46	1
112	101	1
112	5	1
112	113	1
69	11	1
69	53	1
69	71	1
69	51	1
69	111	1
69	41	1
69	47	1
49	45	1
49	96	1
49	105	1
49	47	1
24	22	1
24	50	1
24	103	1
24	97	1
24	29	1
24	65	1
104	50	1
104	67	1
104	53	1
104	111	1
104	96	1
104	62	1
53	104	1
53	95	1
53	40	1
53	68	1
53	69	1
53	60	1
53	106	1
53	23	1
79	11	1
79	0	1
79	75	1
79	46	1
79	86	1
22	84	1
22	32	1
22	26	1
22	14	1
22	1	1
22	93	1
22	24	1
22	110	1
42	84	1
42	35	1
42	83	1
42	40	1
42	105	1
42	44	1
42	47	1
0	109	1
0	92	1
0	4	1
0	1	1
0	75	1
0	9	1
0	79	1
46	112	1
46	87	1
46	93	1
46	3	1
46	45	1
46	105	1
46	79	1
13	40	1
13	89	1
13	16	1
13	26	1
23	32	1
23	53	1
23	28	1
23	80	1
23	111	1
23	26	1
23	14	1
23	15	1
23	20	1
23	45	1
23	105	1
105	95	1
105	51	1
105	41	1
105	14	1
105	15	1
105	42	1
105	49	1
105	46	1
105	43	1
105	23	1
96	104	1
96	95	1
96	91	1
96	15	1
96	8	1
96	60	1
96	49	1
96	5	1
96	113	1
85	25	1
85	103	1
85	89	1
85	86	1
85	80	1
85	65	1
3	35	1
3	7	1
3	52	1
3	8	1
3	38	1
3	46	1
3	101	1
3	5	1
3	113	1
36	32	1
36	39	1
36	64	1
36	102	1
36	9	1
36	48	1
36	92	1
36	34	1
36	30	1
36	73	1
36	86	1
9	32	1
9	39	1
9	36	1
9	106	1
9	0	1
9	68	1
9	44	1
9	5	1
111	104	1
111	95	1
111	40	1
111	68	1
111	69	1
111	60	1
111	106	1
111	23	1
51	69	1
51	52	1
51	45	1
51	105	1
51	55	1
47	69	1
47	42	1
47	49	1
47	40	1
47	73	1
47	16	1
8	25	1
8	90	1
8	40	1
8	3	1
8	2	1
8	112	1
8	99	1
8	4	1
8	96	1
38	112	1
38	103	1
38	32	1
38	3	1
38	30	1
38	26	1
38	44	1
4	8	1
4	0	1
4	30	1
4	43	1
4	29	1
4	113	1
34	32	1
34	39	1
34	90	1
34	36	1
34	2	1
34	15	1
34	99	1
34	60	1
34	73	1
34	86	1
43	64	1
43	40	1
43	61	1
43	4	1
43	45	1
43	16	1
43	44	1
43	105	1
5	84	1
5	112	1
5	1	1
5	3	1
5	9	1
5	96	1
5	29	1
5	14	1
